Site,LABNR,C14AGE,C14STD,Lat,Lon
MOURELA 7,CSIC 977,3820,35,43.42,-7.86
LOS MILLARES- FORTIN 1,BM 2345,3820,40,36.96,-2.53
CASTANHEIRO DO VENTO,Ua 32079*,3820,40,41.06,-7.32
SAN BLAS,Beta 178652,3820,40,38.55,-7.29
EL ARAMO- MINAS DE,Ua 35375*,3815,35,43.19,-5.9
PENEDO DE LEXIM,Beta 142451,3820,40,38.89,-9.18
SAO JULIAO,UtC 5610*,3814,36,41.69,-8.39
CERRO DE LA VIRGEN ,Ua 39419*,3802,30,37.73,-2.51
CASTANHEIRO DO VENTO,Ua 32084*,3815,45,41.06,-7.32
A LAGOA,CSIC 1000,3800,30,43,-7.98
CASTELO VELHO,ICEN 1169,3770,130,41.07,-7.19
NARDAKOSTE 4,Ua 11848*,3810,65,43,-2.43
CERRO DE LA VIRGEN ,GrN 5764,3800,35,37.73,-2.51
SAN MIGUEL DE IRURA,0,3800,35,43.17,-2.87
REBOREDO 1,GrN 19214,3820,70,43.5,-7.88
PEÑALOSA,Beta 167222,3800,40,38.17,-3.8
ERAS DEL ALCAZAR,CSIC 1822,3788,32,38.01,-3.37
EL MILAGRO- MINA,Ua 33207*,3785,35,43.33,-5.01
CERRO DE LA VIRGEN ,Ua 39421*,3785,33,37.73,-2.51
CERRO DE LA VIRGEN ,Ua 39420*,3780,32,37.73,-2.51
EL ARAMO- MINAS DE,OxA 1926*,3810,70,43.19,-5.9
ARENAZA 1,CSIC 700,3790,60,43.26,-3.1
CASTANHEIRO DO VENTO,Ua 18040*,3790,60,41.06,-7.32
CASTANHEIRO DO VENTO,Ua 18701*,3790,60,41.06,-7.32
MERCADOR,Sac 1933,3790,60,38.36,-7.31
ARENAZA 1,Ua 3173*,3805,70,43.26,-3.1
CASTANHEIRO DO VENTO,Ua 18042*,3810,75,41.06,-7.32
LAS PILAS,IRPA 1027,3810,50,37.15,-1.85
PORTO TORRAO,Sac 2027,3810,50,38.08,-8.13
RORTURA,OxA 5540*,3810,50,38.53,-8.92
GATAS,KIK 56/ UtC 1438*,3790,70,37.13,-1.88
LAYAZA,Beta 317864,3770,30,42.58,-2.65
PRAIA LADEIRA,CSIC 1018,3770,30,42.85,-8.86
SANTA MARÕA DE ESTARRONA,GrN 28859,3780,60,42.86,-2.75
CERRO DE LA VIRGEN ,Beta 124533,3780,60,37.73,-2.51
ZAMBUJAL,KIA 7259,3801,43,39.07,-9.29
EL ARAMO- MINAS DE,Ua 18629*,3775,65,43.19,-5.9
SÃO PEDRO DE ESTORIL 1,Beta 178468,3790,40,38.71,-9.37
ERAS DEL ALCAZAR,CSIC 1769,3791,45,38.01,-3.37
LOS CASTILLEJOS,Beta 135666,3770,70,37.33,-3.97
COVACHOS- CUEVA DE LOS,Beta 136697,3780,40,37.88,-6.08
EL ARAMO- MINAS DE,Ua 33697*,3780,40,43.19,-5.9
SANTA MARGARIDA 3- HERDADE DE,Beta 166418*,3780,40,38.44,-7.44
EL MILAGRO- MINA,Ua 33209*,3775,35,43.33,-5.01
MENINAS DO CRASTO 4,CSIC 660,3800,50,41.2,-8.02
ALBARDAO- HORTA DO,Beta 261320,3770,40,38.47,-7.7
SANTA MARGARIDA 3- HERDADE DE,Beta 166417*,3770,40,38.44,-7.44
MARROQUIES BAJOS,Ua 21455*,3775,45,37.78,-3.79
CAMEIXA,UtC 7276,3778,49,42.42,-8.16
PENEDO DE LEXIM,Beta 186855,3850,40,38.89,-9.18
MARROQUIES BAJOS,Ua 21804*,3765,45,37.78,-3.79
HALTZERREKA,GrN 26668,3790,80,42.95,-2.23
ARENAZA 1,CSIC 609,3760,50,43.26,-3.1
MARROQUIES BAJOS,CSIC 1240,3760,51,37.78,-3.79
CASTANHEIRO DO VENTO,Ua 23428*,3740,40,41.06,-7.32
ATXOSTE,GrA 9787*,3740,40,42.76,-2.48
FUENTE ALAMO,Bln 4772,3738,39,37.33,-1.86
HALTZERREKA,GrN 26670,3760,60,42.95,-2.23
GATAS,OxA 4963*,3755,55,37.13,-1.88
NOSSA SENHORA DA CONCEICAO DOS OLIVIAIS / ESTREMOZ 7,Wk 17089,3758,36,38.85,-7.62
PILETA- CUEVA DE LA,GifA 98518*,3760,60,36.69,-5.27
FUENTE ALAMO,KIK 2941/ KIA 22261*,3760,25,37.33,-1.86
BORRACHEIRA (o SERRA DA VILA),CAIS 8454,3760,25,39.09,-9.26
BOUCINHAS,AA 63072*,3739,50,41.68,-8.6
TRASTEJON,Beta 165549,3780,80,37.93,-6.39
ARQUINHA DA MOURA,GrA 9577*,3740,50,40.51,-8.01
CERRO DE LA VIRGEN ,GrN 5594,3735,55,37.73,-2.51
EL ARAMO- MINAS DE,Ua 33698*,3730,60,43.19,-5.9
SANTA MARGARIDA 3- HERDADE DE,Beta 166421*,3730,40,38.44,-7.44
CASTELO VELHO,ICEN 1170,3660,130,41.07,-7.19
ANTA DA CABEÇUDA,ICEN 979,3720,45,39.38,-7.38
SERRA DA MUNA 1 ,GrN 24056,3750,25,40.71,-7.9
SANTA VITORIA,ICEN 975,3750,100,39,-7.09
MERCADOR,Sac 1900,3720,80,38.36,-7.31
EL MALAGON,UNK 1,3735,35,37.57,-2.42
LOS GABRIELES 4,Beta 185650,3700,50,37.56,-6.71
EL ARAMO- MINAS DE,Ua 35377*,3725,35,43.19,-5.9
CRASTO DE PALHEIROS,CSIC 1216,3729,39,41.4,-7.38
CASTANHEIRO DO VENTO,Ua 23430*,3720,40,41.06,-7.32
CASTELLONES- CERRO DE LOS,GrN 10149,3720,40,37.45,-3.28
SANTA MARGARIDA 3- HERDADE DE,Beta 166420*,3720,40,38.44,-7.44
SE-B,Beta 225413*,3720,40,37.5,-5.96
MORA- CERRO DE LA,UGRA 262,3710,90,37.21,-3.98
PUNTA DE LOS GAVILANES,KIK 4396/ KIA 32355*,3730,30,37.56,-1.28
MOINHO DE VALADARES,OxA 12715*,3726,29,38.33,-7.37
GATAS,KIK 196/ UtC 2292*,3720,60,37.13,-1.88
ETXEGARATE,0,3715,40,42.95,-2.23
ARQUINHA DA MOURA,GrN 23198,3710,60,40.51,-8.01
FRAGA DA PENA,Sac 1543,3710,60,40.72,-7.46
CERRO DE LA VIRGEN ,Beta 124536,3720,100,37.73,-2.51
LOS GRAJAS,Beta 80370,3710,60,43.33,-3.57
HUERTA MONTERO,GrN 16954,3720,100,38.69,-6.43
ACINIPO / RONDA LA VIEJA,UGRA 360,3720,70,36.83,-5.24
GATAS,KIK 173/ UtC 2284*,3700,60,37.13,-1.88
PORTO TORRAO,Sac 2028,3700,60,38.08,-8.13
SOLACUEVA,I 12082,3710,100,42.87,-2.94
ZAJARA,UNK 1,3710,100,37.28,-1.84
ZAPATERÕA 9- Calle,KIK 337/ UtC 3442*,3700,60,37.68,-1.7
FUENTE ALAMO,Bln 4540,3711,45,37.33,-1.86
LOS HUSOS I,Beta 148058,3710,40,42.59,-2.55
SANTIMAMI—E,Beta 240896,3710,40,43.34,-2.64
CERRO DE LA VIRGEN ,Ua 39407*,3709,41,37.73,-2.51
MORA- CERRO DE LA,UGRA 217,3690,90,37.21,-3.98
CASTANHEIRO DO VENTO,Ua 18043*,3715,75,41.06,-7.32
MARROQUIES BAJOS,CSIC 1345,3705,28,37.78,-3.79
SERRA DA MUNA 2 ,CSIC 1102,3700,30,40.72,-7.89
CERRO DE LA VIRGEN ,Beta 124541,3700,70,37.73,-2.51
MARROQUIES BAJOS,CSIC 1346,3706,34,37.78,-3.79
EL PORTILLO DEL ARENAL- CUEVA DE,AA 20048*,3693,70,42.39,-3.93
GATAS,OxA 4961*,3690,65,37.13,-1.88
ERAS DEL ALCAZAR,Ua 36013*,3705,35,38.01,-3.37
FUENTE ALAMO,B 3933,3690,70,37.33,-1.86
ALMENDRICOS- EL RINC”N DE,UGRA 146,3680,100,37.49,-1.79
PEÑALOSA,I 16063,3680,100,38.17,-3.8
MIR”N- CUEVA DEL,GX 25851*,3700,40,43.25,-3.45
EL ARAMO- MINAS DE,Ua 33689*,3700,40,43.19,-5.9
KOBAEDERRA,OxA 9973*,3673,60,43.34,-2.62
ILLETA DELS BANYETS,Beta 152950,3690,40,38.43,-0.38
TINTES- CALLES DE LOS,OxA 7668*,3690,40,37.68,-1.7
EL MAPA,GrN 19381,3690,40,43.41,-3.86
GOBAEDERRA,I 3984,3660,100,42.84,-2.89
FUENTE ALAMO,B 3661,3680,70,37.33,-1.86
ANTZUZKAR,0,3680,75,42.93,-2.26
EL BARRANQUETE,Beta 301933,3670,40,36.84,-2.21
O VIVEIRO,UtC 5217*,3673,34,42.27,-8.64
CULLALVERA- CUEVA DE LA,GifA 98189*,3670,70,43.26,-3.46
HERRERIAS,CSIC 248,3670,70,37.39,-2.32
GATAS,OxA 4473*,3665,65,37.13,-1.88
COVACHOS- CUEVA DE LOS,Beta 136698,3670,80,37.88,-6.08
LLANO DE LA VIRGEN,GrN 19992,3660,70,36.65,-4.78
EL ARGAR,OxA 4965*,3655,65,37.25,-1.91
ALEGRIOS,UGRA 305,3650,80,40.07,-7.13
ACINIPO / RONDA LA VIEJA,I,3650,80,36.83,-5.24
ACINIPO / RONDA LA VIEJA,UGRA 374,3640,70,36.83,-5.24
PUERTO DE LOS HUERTOS,CNA 341*,3680,50,37.61,-6.53
SE-B,Beta 225412*,3660,40,37.5,-5.96
HORCA- CERRO DE LA,Ua 21803*,3676,30,37.86,-3.75
MARROQUIES BAJOS,CSIC 1344,3676,30,37.78,-3.79
SERRA DA MUNA 2 ,CSIC 1103,3670,30,40.72,-7.89
MERCADOR,OxA 11981*,3664,29,38.36,-7.31
PUNTA DE LOS GAVILANES,KIK 4502/ KIA 33601*,3660,30,37.56,-1.28
MADRES MERCEDARIAS,IRPA 1209,3655,30,37.68,-1.7
CAVA 16-17- CALLE,KIK 2535/ IRPA 1343,3660,35,37.68,-1.7
CASTELO VELHO,CSIC 1333,3650,28,41.07,-7.19
VALENCINA DE LA CONCEPCION,Ua 36023*,3660,55,37.42,-6.08
PUNTA DE LOS GAVILANES,KIK 4397/ KIA 32356*,3650,30,37.56,-1.28
BERRUECO- MONTE,I 13051,3620,80,36.45,-6.04
FUENTE ALAMO,Bln 4539,3670,44,37.33,-1.86
SETEPÕAS,Ua 21849*,3670,45,42.53,-8.78
CATOIRA,K,3670,45,42.68,-8.73
GATAS,KIK 62/ UtC 1442*,3670,50,37.13,-1.88
IFRE,OxA 5049,3610,80,37.55,-1.42
CASTELLON ALTO,Ua 37883*,3665,45,37.45,-3.28
EL BUXU,GrA 2508*,3630,70,43.36,-6.25
PEÑALOSA,Beta 167223,3630,70,38.17,-3.8
LA GARMA B,OxA 7289*,3630,70,43.43,-3.66
CALOR- CUEVA DEL,SUA 2832,3660,50,38.08,-1.81
LECEIA,ICEN 1219,3660,50,38.73,-9.28
FUENTE ALAMO,Bln 4773,3652,39,37.33,-1.86
EL ARAMO- MINAS DE,Ua 24542*,3650,40,43.19,-5.9
PORTO MARINHO- CABECO DE,Wk-3128,3650,50,39.36,-8.94
ARQUINHA DA MOURA,GrA 9255*,3650,50,40.51,-8.01
SIERRA PLANA DE LA BORBOLLA,OxA 6915*,3650,55,43.39,-4.61
PEÑALOSA,I 16352,3640,100,38.17,-3.8
PRAIA DAS MAÇAS,H 2048/ 1458,3650,50,38.82,-9.46
PUNTA DE LOS GAVILANES,KIK 5106/ KIA 37601*,3645,35,37.56,-1.28
SE-B,Beta 225411*,3640,50,37.5,-5.96
ACINIPO / RONDA LA VIEJA,UGRA 375,3640,50,36.83,-5.24
VALE FERREIRO,Ua 19728*,3635,50,42.54,-8.22
FUENTE ALAMO,OxA 4973*,3635,50,37.33,-1.86
CASTANHEIRO DO VENTO,Ua 32087*,3630,45,41.06,-7.32
ZAMBUJAL,GrN 6668,3625,65,39.07,-9.29
TIESTOS- CUEVA DE LOS,HAR 358,3600,80,38.5,-1.37
UMBRÕA DEL CERRO DEL CASTILLO,Beta 68669,3600,80,38.79,-6.26
PENEDO DE LEXIM,Sac 2168,3640,59,38.89,-9.18
EL OFICIO,OxA 4970*,3635,60,37.33,-1.75
GATAS,KIK 194/ UtC 2290*,3630,60,37.13,-1.88
GATAS,OxA 3970*,3630,60,37.13,-1.88
CASA BRANCA 7,Beta 220277,3640,40,37.99,-7.62
REGO DA MURTA 1,Beta 190000*,3640,40,39.77,-8.37
CASTELLON ALTO,Ua 37892*,3640,40,37.45,-3.28
LARRARTE,GrA 20497*,3620,60,43.28,-2.37
PENEDO DE LEXIM,Sac 2156,3640,40,38.89,-9.18
VALENCINA DE LA CONCEPCION,Ua 32043*,3620,55,37.42,-6.08
FUENTE ALAMO,Bln 5049,3633,38,37.33,-1.86
PUNTA DE LOS GAVILANES,KIK 5102/ KIA 37597*,3620,50,37.56,-1.28
OUTEIRO DE GREGOS 1,CSIC 772,3620,50,41.18,-8.04
PUNTA DE LOS GAVILANES,KIK 5098/ KIA 37593*,3625,35,37.56,-1.28
ILLETA DELS BANYETS,Beta 152946,3630,40,38.43,-0.38
EL MILAGRO- MINA,Ua 24538*,3630,40,43.33,-5.01
LOS HUSOS I,Beta 148057,3630,40,42.59,-2.55
ENCINA- CERRO DE LA,GrN 6634,3625,40,37.14,-3.55
CUESTA DEL NEGRO,GrN 7286,3620,35,37.34,-3.23
CERRO DE LA VIRGEN ,Beta 124535,3600,60,37.73,-2.51
VI—AS- CERRO DE LAS,CSIC 1762,3620,41,37.94,-1.81
POYOS DEL MOLINILLO,Ua 21796*,3615,40,36.79,-3.89
ERAS DEL ALCAZAR,Ua 36015*,3620,45,38.01,-3.37
LA PAPUA,Beta 217031*,3610,40,37.95,-6.44
FUENTE ALAMO,B 3940,3610,40,37.33,-1.86
FUENTE ALAMO,B 3663,3600,70,37.33,-1.86
GATAS,KIK 2934/ KIA 22254*,3615,30,37.13,-1.88
LA CEÑUELA,CSIC 141,3590,70,37.67,-1.41
MOLINOS DE PAPEL,KIK 5567/ KIA 39854*,3610,30,38.1,-1.86
ERAS DEL ALCAZAR,CSIC 1821,3611,32,38.01,-3.37
CERRO DE LA VIRGEN ,Beta 124538,3580,70,37.73,-2.51
ARENAZA 1,Ua 3174*,3580,70,43.26,-3.1
FUMO,GifA 99076,3580,70,41,-7.1
MONTE DEVA 5,Beta 165947,3580,70,43.49,-5.59
FUENTE ALAMO,OxA 4971*,3610,50,37.33,-1.86
PRAIA LADEIRA,CSIC 999,3590,30,42.85,-8.86
CUESTA DEL NEGRO,Ua 39480*,3589,31,37.34,-3.23
GATAS,KIK 192/ UtC 2288*,3600,50,37.13,-1.88
GATAS,OxA 4475*,3570,65,37.13,-1.88
ENCINA- CERRO DE LA,Beta 230003*,3590,40,37.14,-3.55
PUNTA DE LOS GAVILANES,KIK 5101/ KIA 37596*,3590,45,37.56,-1.28
TRASTEJON,RCD 447*,3565,65,37.93,-6.39
FUENTE ALAMO,B 3938,3590,50,37.33,-1.86
FUMO,GifA 99077,3560,70,41,-7.1
EL PORTILLO DEL ARENAL- CUEVA DE,AA 29647*,3560,70,42.39,-3.93
GATAS,KIK 57/ UtC 1439*,3580,50,37.13,-1.88
CERRO DE LA VIRGEN ,Ua 39410*,3586,36,37.73,-2.51
ERAS DEL ALCAZAR,Ua 26012*,3575,45,38.01,-3.37
FUENTE ALAMO,KIK 2936/ KIA 22256*,3580,30,37.33,-1.86
SE-K,Beta 225416*,3570,50,37.49,-6.08
MOCISSOS,KIA 31372*,3581,31,38.35,-8.06
ÁGUA BRANCA,Beta 230330,3570,50,41.95,-8.72
PUNTA DE LOS GAVILANES,KIK 5099/ KIA 37594*,3575,35,37.56,-1.28
ENCINA- CERRO DE LA,M 1931,3575,35,37.14,-3.55
CUESTA DEL NEGRO,Ua 39476*,3568,31,37.34,-3.23
CABEZO JURE,CSIC 1481,3568,51,37.56,-7.09
LOS CIPRESES,IRPA 1018,3560,50,37.65,-1.73
CASTELLON ALTO,BM 2541,3560,90,37.45,-3.28
EL PORTILLO DEL ARENAL- CUEVA DE,AA 29648*,3565,55,42.39,-3.93
FUENTE ALAMO,B 3930,3570,60,37.33,-1.86
SERRA DA MUNA 2 ,GrN 20793,3570,60,40.72,-7.89
GATAS,KIK 50/ UtC 1432*,3550,70,37.13,-1.88
GATAS,OxA 10993*,3571,35,37.13,-1.88
ILLETA DELS BANYETS,Beta 152948,3570,40,38.43,-0.38
CATUJAL,ICEN 843,3570,45,38.73,-9.12
CASTELLON ALTO,Ua 37884*,3570,40,37.45,-3.28
FORNO DOS MOUROS 8,Ua 21687*,3565,40,43.67,-7.74
CASTELLON ALTO,Ua 37890*,3565,40,37.45,-3.28
GATAS,OxA 3965*,3560,60,37.13,-1.88
CERRO DE LA VIRGEN ,Ua 39406*,3564,34,37.73,-2.51
ILLETA DELS BANYETS,Beta 236824,3560,40,38.43,-0.38
DEVESA DO REI,Ua 21686*,3555,45,42.78,-8.47
TINTES- CALLES DE LOS,OxA 7667*,3560,35,37.68,-1.7
MARROQUIES BAJOS,Ua 34555*,3555,40,37.78,-3.79
CERRO DE LA VIRGEN ,Beta 124537,3550,60,37.73,-2.51
KOBAEDERRA,AA 29109*,3545,60,43.34,-2.62
FUENTE ALAMO,OxA 4972*,3545,65,37.33,-1.86
PUNTA DE LOS GAVILANES,KIK 5095/ KIA 37951*,3550,35,37.56,-1.28
GATAS,OxA 4964*,3535,60,37.13,-1.88
GATAS,KIK 55/ UtC 1437*,3530,60,37.13,-1.88
TRASTEJON,Beta 178656,3530,60,37.93,-6.39
GATAS,OxA 3969*,3530,60,37.13,-1.88
ERAS DEL ALCAZAR,Ua 26020*,3545,45,38.01,-3.37
TRASTEJON,Beta 217033*,3530,40,37.93,-6.39
CABEZO PARDO,Beta 268980,3500,40,38.16,-0.85
CABEZO PARDO,Beta 258468,3530,40,38.16,-0.85
BOLORES,Beta 235487,3530,40,39.08,-9.29
EL TABAY¡,KIA 38217*,3557,26,38.33,-0.72
FUENTE ALAMO,KIA 18999,3555,28,37.33,-1.86
GATAS,OxA 4472*,3520,80,37.13,-1.88
CASTELLON ALTO,Ua 37891*,3530,45,37.45,-3.28
GATAS,KIK 193/ UtC 2289*,3530,50,37.13,-1.88
EL OFICIO,OxA 4968*,3530,50,37.33,-1.75
ZAMBUJAL,KN I-115,3530,65,39.07,-9.29
LA GARMA A,AA 29108*,3520,50,43.43,-3.66
LA TRAVIESA,RCD 2110,3520,60,37.87,-6.97
FUENTE ALAMO,Bln 4541,3510,54,37.33,-1.86
FRADE- MONTE DO,ICEN 967,3510,50,40.14,-7.14
SETEFILLA- LA MESA DE,I 11070,3520,95,37.73,-5.48
LOS CIPRESES,KIK 242/ UtC 2738*,3510,90,37.65,-1.73
POMAR- HERDADE DE,ICEN 87,3510,45,37.97,-8.08
ARENAZA 1,0,3530,70,43.26,-3.1
ALTO DE LA HUESERA,Beta 321417,3550,30,42.57,-2.57
EL SOTILLO,Beta 299310,3550,30,42.57,-2.62
CRUCES- CABECICO DE LAS (CERRO DE LAS),SUA 1477,3530,70,38.27,-1.37
CUESTA DEL NEGRO,Ua 39478*,3548,30,37.34,-3.23
UMBRÕA DEL CERRO DEL CASTILLO,Beta 68668,3520,70,38.79,-6.26
FUENTE ALAMO,B 3651,3500,90,37.33,-1.86
PUNTA DE LOS GAVILANES,KIK 5655/ KIA 40420*,3535,30,37.56,-1.28
PUNTA DE LOS GAVILANES,KIK 5650/ KIA 40417*,3535,30,37.56,-1.28
CUESTA DEL NEGRO,Ua 39487*,3534,34,37.34,-3.23
EL BARRANQUETE,Beta 301934,3530,30,36.84,-2.21
LOS CIPRESES,KIK 1475/ KIA 11226*,3530,30,37.65,-1.73
CERRO DE LA VIRGEN ,Ua 39412*,3525,33,37.73,-2.51
MANDUBI-ZELAIA,Ua 35042*,3520,35,43.09,-2.25
GATAS,OxA 7764*,3520,35,37.13,-1.88
PORTO TORRAO,Sac,3490,90,38.08,-8.13
FUENTE ALAMO,B 3645,3490,90,37.33,-1.86
CRUZINHA 2- MONTE DA,Sac 1515,3490,90,41.52,-8.74
EL ARAMO- MINAS DE,Ua 33687*,3515,35,43.19,-5.9
CUESTA DEL NEGRO,Ua 39486*,3521,30,37.34,-3.23
FUENTE ALAMO,B 3643,3510,80,37.33,-1.86
PUNTA DE LOS GAVILANES,KIK 4503/ KIA 33602*,3515,30,37.56,-1.28
CERRO DE LA VIRGEN ,Beta 124534,3500,70,37.73,-2.51
CUESTA DEL NEGRO,Ua 39464*,3508,30,37.34,-3.23
CASTELLON ALTO,Ua 37893*,3520,40,37.45,-3.28
JARDIN DE ALA,Beta 225410*,3520,40,37.46,-6.05
ERAS DEL ALCAZAR,CSIC 1820,3504,31,38.01,-3.37
CERRO DE LA VIRGEN ,Beta 124540,3490,70,37.73,-2.51
SETEFILLA- LA MESA DE,I 11069,3470,95,37.73,-5.48
CUESTA DEL NEGRO,Ua 39481*,3511,30,37.34,-3.23
CERRO DE LA VIRGEN ,Ua 39402*,3500,35,37.73,-2.51
ETXEGARATE,0,3510,40,42.95,-2.23
MADRES MERCEDARIAS,OxA 7672*,3510,40,37.68,-1.7
REGO DA MURTA 1,Beta 189999*,3510,40,39.77,-8.37
CASTELLON ALTO,Ua 37881*,3510,40,37.45,-3.28
ORCA DA PENELA 1,GrN 23065,3510,40,40.51,-8.02
FUENTE ALAMO,B 3649,3500,60,37.33,-1.86
LLOMA REDONA,ETH 10422*,3500,60,38.41,-0.71
ETXEGARATE,0,3505,40,42.95,-2.23
PEÑALOSA,Beta 167224,3490,60,38.17,-3.8
GATAS,OxA 3968*,3490,60,37.13,-1.88
MADORRAS 1,GrA 884*,3500,40,41.3,-7.61
CUESTA DEL NEGRO,Ua 39463*,3505,30,37.34,-3.23
ILLETA DELS BANYETS,Beta 240411,3500,40,38.43,-0.38
SE-K,Beta 225415*,3500,40,37.49,-6.08
CASTANHEIRO DO VENTO,Ua 18694*,3485,60,41.06,-7.32
GATAS,KIK 51/ UtC 1433*,3480,60,37.13,-1.88
TERRERA DEL RELOJ,BM 2543,3490,50,37.59,-3.01
URRATXA III,Ua 11431*,3475,80,43.05,-2.8
TRASTEJON,Beta 178659*,3490,40,37.93,-6.39
CASTELLON ALTO,Ua 37879*,3490,40,37.45,-3.28
ILLETA DELS BANYETS,Beta 236822,3490,40,38.43,-0.38
CUESTA DEL NEGRO,Ua 39475*,3499,30,37.34,-3.23
PUNTA DE LOS GAVILANES,KIK 5100/ KIA 37595*,3485,40,37.56,-1.28
FUENTE ALAMO,Bln 5048,3483,38,37.33,-1.86
GATAS,KIA 2938/ KIA 22258*,3495,30,37.13,-1.88
EL PICACHO,OxA 5051*,3475,65,37.49,-2.23
CASTELLON ALTO,Ua 37894*,3480,40,37.45,-3.28
EL TABAY¡,Beta 240409*,3480,40,38.33,-0.72
CASTANHEIRO DO VENTO,Ua 20449*,3475,40,41.06,-7.32
CASTELO VELHO,GrN 23510,3460,80,41.07,-7.19
CASTELLON ALTO,Ua 37885*,3475,40,37.45,-3.28
FUENTE ALAMO,B 3650,3470,60,37.33,-1.86
EL PICACHO,CSIC 156,3450,120,37.49,-2.23
EL ARGAR,OxA 4966*,3460,60,37.25,-1.91
LOS CIPRESES,KIK 971/ UtC 7937*,3490,30,37.65,-1.73
CERRO DE LA VIRGEN ,Ua 39414*,3487,30,37.73,-2.51
ALCAIDE,GrN 16064,3340,90,37.18,-4.48
CERRO DE LA VIRGEN ,Ua 39401*,3488,34,37.73,-2.51
ENCINA- CERRO DE LA,UNK 1,3485,35,37.14,-3.55
FUENTE ALAMO,B 3929,3460,70,37.33,-1.86
CAMPO DE GOLF,CSIC 1109,3475,28,42.3,-8.69
PEÑALOSA,Beta 167225*,3470,40,38.17,-3.8
EL BARRANQUETE,Beta 301932,3470,40,36.84,-2.21
CERRO DE LA VIRGEN ,Ua 39400*,3479,33,37.73,-2.51
LOS CIPRESES,KIK 1486/ KIA 11235*,3475,30,37.65,-1.73
LOS CIPRESES,KIK 1474/ KIA 11225*,3475,30,37.65,-1.73
PUNTA DE LOS GAVILANES,KIK 5652/ KIA 40419*,3475,30,37.56,-1.28
FUENTE ALAMO,KIA 18997,3470,25,37.33,-1.86
CUESTA DEL NEGRO,Ua 39479*,3472,30,37.34,-3.23
TRASTEJON,RCD 448,3450,80,37.93,-6.39
GATAS,KIK 2937/ KIA 22257*,3470,35,37.13,-1.88
CUESTA DEL NEGRO,Ua 39468*,3469,30,37.34,-3.23
ZAMBUJAL,KIA 27566,3467,36,39.07,-9.29
CERRO DE LA VIRGEN ,Ua 39398*,3466,35,37.73,-2.51
CERRO DE LA VIRGEN ,Ua 39405*,3468,34,37.73,-2.51
CASTANHEIRO DO VENTO,Ua 23427*,3460,40,41.06,-7.32
BARRANCO DE LA VIUDA,KIA 35570*,3465,35,37.67,-1.57
CABEZO PARDO,Beta 237765,3460,40,38.16,-0.85
CUESTA DEL NEGRO,Ua 39482*,3467,31,37.34,-3.23
SE-K,Beta 225417*,3460,40,37.49,-6.08
BARRANCO DE LA VIUDA,KIA 35559*,3465,35,37.67,-1.57
CRASTO DE PALHEIROS,Ua 22214*,3460,45,41.4,-7.38
CASTELLON ALTO,Ua 37880*,3455,40,37.45,-3.28
ZAMBUJAL,KN 4507,3466,53,39.07,-9.29
CUESTA DE LA ENCINA A,OxA 6912*,3460,50,42.37,-3.7
SOLA,CSIC 1139,3450,37,41.58,-8.42
RINCON DE OLVERA,UGRA 345,3420,80,38.14,-3.28
MANDUBI-ZELAIA,I 19025,3420,80,43.09,-2.25
MOCISSOS,KIA 31371*,3456,31,38.35,-8.06
FUENTE ALAMO,B 3644,3420,90,37.33,-1.86
FUENTE ALAMO,Bln 4770,3449,48,37.33,-1.86
PUNTA DE LOS GAVILANES,KIK 5654/ KIA 40421*,3445,35,37.56,-1.28
ZAPATA,OxA 5048*,3455,55,37.54,-1.49
CERRO DE LA VIRGEN ,Ua 39399*,3437,34,37.73,-2.51
PUNTA DE LOS GAVILANES,KIK 5104/ KIA 37599*,3445,30,37.56,-1.28
PUNTA DE LOS GAVILANES,KIK 5107/ KIA 37602*,3445,30,37.56,-1.28
TERRERA DEL RELOJ,BM 2354,3440,50,37.59,-3.01
FUENTE ALAMO,OxA 5047*,3435,55,37.33,-1.86
EL ARAMO- MINAS DE,Ua 33682*,3440,30,43.19,-5.9
BUGALHO,Beta 120049,3450,40,37.89,-7.64
TAPADA DA AJUDA,ICEN 96,3450,40,38.71,-9.18
CERRO DE LA VIRGEN ,Ua 39413*,3433,30,37.73,-2.51
CASTELLON ALTO,Ua 37886*,3445,40,37.45,-3.28
PUNTA DE LOS GAVILANES,KIK 5103/ KIA 37598*,3430,30,37.56,-1.28
PUNTA DE LOS GAVILANES,KIK 5097/ KIA 37592*,3430,30,37.56,-1.28
PENA D'AGUA- ABRIGO DA,Sac 1822,3430,30,39.58,-8.55
CERRO DE LA VIRGEN ,Ua 39415*,3429,31,37.73,-2.51
EL SOTILLO,Beta 299101,3430,30,42.57,-2.62
PUNTA DE LOS GAVILANES,KIK 5659/ KIA 40426*,3425,30,37.56,-1.28
KANPANOSTE GOIKOA,BrN 20213,3430,60,42.76,-2.48
TRASTEJON,CNA 38*,3437,36,37.93,-6.39
EL PICACHO,CSIC 157,3390,120,37.49,-2.23
MADRES MERCEDARIAS,OxA 7671*,3435,35,37.68,-1.7
BOUCA DO FRADE,ICEN 784,3440,45,41.17,-8.05
FRAGA DO ZORRO,CSIC 1201,3438,43,41.93,-7.4
LLANO DE LA VIRGEN,GrN 19990,3440,40,36.65,-4.78
CABEZO PARDO,Beta 258466,3440,40,38.16,-0.85
LA TRAVIESA,RCD 2111,3420,60,37.87,-6.97
BOUCA DO FRADE,ICEN 443,3430,45,41.17,-8.05
